"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"516","Namibia",,"0118","Millet",2021,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2021?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2021,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2021?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2021,0.5,"0.5",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2021?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2021?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,4.16896,"4.16896",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,3.74505,"3.74505",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,1.12044,"1.12044",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,2.15377,"2.15377",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,1.79542,"1.79542",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,2.65,"2.65",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0112","Maize (corn)",2020,5.09123,"5.09123",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0114","Sorghum",2020,2.75,"2.75",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0114","Sorghum",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0114","Sorghum",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,0.5,"0.5",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,1,"1",,"Transportation","Transport",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,1.3,"1.3",,"Storage","Storage",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"516","Namibia",,"0118","Millet",2020,2.00219,"2.00219",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NA/all-crops/2020?metric=prc&download=csv",
"524","Nepal",,"0111","Wheat",2021,0.34,"0.34%",,"Transportation","Transport",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0111","Wheat",2021,1.76,"1.76%",,"Harvesting","Harvest",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0111","Wheat",2021,3.7,"3.70%",,"Shelling","Farm",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0111","Wheat",2021,2.07,"2.07%",,"Drying","Farm",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0111","Wheat",2021,5.92,"5.92%",,"Storage","Storage","4.5 Months storage","","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0112","Maize (corn)",2021,1.04,"1.04%",,"Transportation","Transport",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0112","Maize (corn)",2021,1.63,"1.63%",,"Harvesting","Harvest",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0112","Maize (corn)",2021,7.3,"7.3%",,"Storage","Storage","8 Months storage","","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0112","Maize (corn)",2021,3.33,"3.33%",,"Harvesting","Harvest",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0112","Maize (corn)",2021,2.85,"2.85%",,"Shelling","Farm",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0113","Rice",2021,0.32,"0.32%",,"Transportation","Transport",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0113","Rice",2021,1.5,"1.5%",,"Drying","Farm",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0113","Rice",2021,2.19,"2.19%",,"Shelling","Farm",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0113","Rice",2021,4.4,"4.4%",,"Milling, Processing","Processing",,"","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"524","Nepal",,"0113","Rice",2021,6.22,"6.22%",,"Storage","Storage","7 Months storage","","","No Data Collection Specified","lacrast (2021), Towards integrated commodity ... - section 12 - country presentation (cont.)",," Reference has been generated automatically"
"562","Niger",,"0112","Maize (corn)",2021,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2021,2.41667,"2.41667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2021,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2021,4.28,"4.28",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2021,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2021,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2021,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2021,0.1,"0.1",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2021,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2021,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2021,2.47333,"2.47333",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2021,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2021,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2021,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2021,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2021,0.886819,"0.886819",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2021?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2020,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2020,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2020,4.28,"4.28",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2020,2.41667,"2.41667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0112","Maize (corn)",2020,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2020,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2020,0.1,"0.1",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2020,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0113","Rice",2020,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2020,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2020,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2020,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0114","Sorghum",2020,2.47333,"2.47333",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2020,0.886819,"0.886819",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"562","Niger",,"0118","Millet",2020,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NE/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2021,2.37259,"2.37259",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2021,4.58573,"4.58573",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2021,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2021,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2021,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2021,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2021,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2021,0.980316,"0.980316",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2021,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2021,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2021,2.59295,"2.59295",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2021,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2021,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2021,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2021,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2021,1.10317,"1.10317",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2021,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2021,0.793649,"0.793649",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2021?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2020,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2020,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2020,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2020,4.71632,"4.71632",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0112","Maize (corn)",2020,2.37295,"2.37295",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2020,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2020,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2020,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2020,0.931262,"0.931262",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0113","Rice",2020,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2020,2.60406,"2.60406",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2020,2.16667,"2.16667",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2020,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0114","Sorghum",2020,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2020,1.31595,"1.31595",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2020,3.5,"3.5",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2020,0.851044,"0.851044",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2020,2.5,"2.5",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"566","Nigeria",,"0118","Millet",2020,2,"2",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/NG/all-crops/2020?metric=prc&download=csv",
"586","Pakistan",,"01599.20","Edible roots and tubers with high starch or inulin content, n.e.c., dry",2021,6.5,"6.5%",,"Retailing","Retail","Fresh roots and tubers","","","Modelled Estimates","Jahangeer, Raja (FAOPK) (2021), FLW in Pakistan baseline study. Draft chapter by FAO Pakistan and the POFI",," Reference has been generated automatically"
"586","Pakistan",,"01599.20","Edible roots and tubers with high starch or inulin content, n.e.c., dry",2021,2.5,"2.5%",,"Wholesale","Wholesale","Fresh roots and tubers","","","Modelled Estimates","Jahangeer, Raja (FAOPK) (2021), FLW in Pakistan baseline study. Draft chapter by FAO Pakistan and the POFI",," Reference has been generated automatically"
"586","Pakistan",,"01599.20","Edible roots and tubers with high starch or inulin content, n.e.c., dry",2021,5.76,"5.76%",,"Retailing","Retail","Processed roots and tubers","","","Modelled Estimates","Jahangeer, Raja (FAOPK) (2021), FLW in Pakistan baseline study. Draft chapter by FAO Pakistan and the POFI",," Reference has been generated automatically"
"586","Pakistan",,"01599.20","Edible roots and tubers with high starch or inulin content, n.e.c., dry",2021,0.68,"0.68%",,"Consumption","Households","Processed roots and tubers","","","Modelled Estimates","Jahangeer, Raja (FAOPK) (2021), FLW in Pakistan baseline study. Draft chapter by FAO Pakistan and the POFI",," Reference has been generated automatically"
"586","Pakistan",,"01599.20","Edible roots and tubers with high starch or inulin content, n.e.c., dry",2021,0.51,"0.51%",,"Consumption","Households",,"","","Modelled Estimates","Jahangeer, Raja (FAOPK) (2021), FLW in Pakistan baseline study. Draft chapter by FAO Pakistan and the POFI",," Reference has been generated automatically"
"608","Philippines",,"0112","Maize (corn)",2022,14.69,"14.69%","0.246 M tonnes",,"Whole supply chain",,"","","Modelled Estimates","Pastolero, Anieluz; Sassi, Maria (2022), Food loss and waste accounting: the case of the Philippine food supply chain",," Reference has been generated automatically"
"608","Philippines",,"0113","Rice",2022,18.1,"18.10%","2.3 M tonnes",,"Whole supply chain",,"","","Modelled Estimates","Pastolero, Anieluz; Sassi, Maria (2022), Food loss and waste accounting: the case of the Philippine food supply chain",," Reference has been generated automatically"
"608","Philippines",,"01312","Bananas",2022,20.05,"20.05%","0.854 M tonnes",,"Whole supply chain",,"","","Modelled Estimates","Pastolero, Anieluz; Sassi, Maria (2022), Food loss and waste accounting: the case of the Philippine food supply chain",," Reference has been generated automatically"
"624","Guinea-Bissau",,"0112","Maize (corn)",2021,2.35714,"2.35714",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0112","Maize (corn)",2021,5.26375,"5.26375",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0112","Maize (corn)",2021,1.32,"1.32",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0112","Maize (corn)",2021,6.42,"6.42",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0112","Maize (corn)",2021,4,"4",,"Drying","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0113","Rice",2021,3.13714,"3.13714",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0113","Rice",2021,1.25,"1.25",,"Transportation","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0113","Rice",2021,1.2,"1.2",,"Storage","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0113","Rice",2021,4.40333,"4.40333",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0113","Rice",2021,2.5,"2.5",,"Winnowing","Farm",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0114","Sorghum",2021,4.55,"4.55",,"Drying, Harvesting","Harvest",,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
"624","Guinea-Bissau",,"0114","Sorghum",2021,3.6,"3.6",,"Shelling, Threshing",,,,,"Modelled Estimates",,"https://www.aphlis.net/en/data/tables/value-chain/GW/all-crops/2021?metric=prc&download=csv",
